arquivo,dataset,subset,caminho_relativo,caminho_completo,total_sentencas,total_palavras,total_silabas,media_silabas_por_sentenca,media_silabas_por_palavra
958.txt,FakeTrue_LLM,,958.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/958.txt,10,219,554,55.4,2.529680365296804
137.txt,FakeTrue_LLM,,137.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/137.txt,13,175,438,33.69230769230769,2.5028571428571427
1351.txt,FakeTrue_LLM,,1351.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1351.txt,6,111,267,44.5,2.4054054054054053
1710.txt,FakeTrue_LLM,,1710.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1710.txt,9,182,429,47.666666666666664,2.357142857142857
142.txt,FakeTrue_LLM,,142.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/142.txt,11,228,529,48.09090909090909,2.3201754385964914
1207.txt,FakeTrue_LLM,,1207.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1207.txt,9,218,540,60.0,2.477064220183486
1126.txt,FakeTrue_LLM,,1126.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1126.txt,7,145,365,52.142857142857146,2.5172413793103448
1653.txt,FakeTrue_LLM,,1653.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1653.txt,5,77,192,38.4,2.4935064935064934
36.txt,FakeTrue_LLM,,36.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/36.txt,20,287,680,37.77777777777778,2.3693379790940767
1493.txt,FakeTrue_LLM,,1493.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1493.txt,11,170,399,36.27272727272727,2.347058823529412
1525.txt,FakeTrue_LLM,,1525.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1525.txt,13,269,614,47.23076923076923,2.282527881040892
1654.txt,FakeTrue_LLM,,1654.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1654.txt,7,198,470,67.14285714285714,2.3737373737373737
929.txt,FakeTrue_LLM,,929.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/929.txt,11,299,712,64.72727272727273,2.3812709030100336
402.txt,FakeTrue_LLM,,402.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/402.txt,12,236,624,52.0,2.6440677966101696
1703.txt,FakeTrue_LLM,,1703.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1703.txt,5,95,223,44.6,2.3473684210526318
1474.txt,FakeTrue_LLM,,1474.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1474.txt,11,207,520,47.27272727272727,2.5120772946859904
1259.txt,FakeTrue_LLM,,1259.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1259.txt,11,288,703,63.90909090909091,2.4409722222222223
1781.txt,FakeTrue_LLM,,1781.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1781.txt,11,207,534,48.54545454545455,2.579710144927536
1107.txt,FakeTrue_LLM,,1107.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1107.txt,14,342,794,56.714285714285715,2.3216374269005846
1295.txt,FakeTrue_LLM,,1295.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1295.txt,11,231,609,55.36363636363637,2.6363636363636362
436.txt,FakeTrue_LLM,,436.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/436.txt,16,400,923,57.6875,2.3075
632.txt,FakeTrue_LLM,,632.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/632.txt,11,273,636,57.81818181818182,2.32967032967033
1577.txt,FakeTrue_LLM,,1577.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1577.txt,12,293,670,55.833333333333336,2.2866894197952217
1287.txt,FakeTrue_LLM,,1287.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1287.txt,12,245,623,51.916666666666664,2.5428571428571427
1147.txt,FakeTrue_LLM,,1147.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1147.txt,14,339,840,60.0,2.47787610619469
1744.txt,FakeTrue_LLM,,1744.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1744.txt,14,263,677,48.357142857142854,2.574144486692015
789.txt,FakeTrue_LLM,,789.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/789.txt,9,181,452,50.22222222222222,2.4972375690607733
1018.txt,FakeTrue_LLM,,1018.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1018.txt,9,202,508,56.44444444444444,2.514851485148515
57.txt,FakeTrue_LLM,,57.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/57.txt,7,176,398,56.857142857142854,2.2613636363636362
1476.txt,FakeTrue_LLM,,1476.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1476.txt,9,172,391,43.44444444444444,2.2732558139534884
1435.txt,FakeTrue_LLM,,1435.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1435.txt,15,302,734,48.93333333333333,2.4304635761589406
1626.txt,FakeTrue_LLM,,1626.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1626.txt,12,223,546,45.5,2.4484304932735426
777.txt,FakeTrue_LLM,,777.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/777.txt,13,251,625,48.07692307692308,2.49003984063745
280.txt,FakeTrue_LLM,,280.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/280.txt,15,359,851,56.733333333333334,2.370473537604457
1773.txt,FakeTrue_LLM,,1773.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1773.txt,18,421,982,54.55555555555556,2.332541567695962
1679.txt,FakeTrue_LLM,,1679.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1679.txt,9,271,638,70.88888888888889,2.3542435424354244
1429.txt,FakeTrue_LLM,,1429.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1429.txt,13,441,1032,79.38461538461539,2.3401360544217686
1396.txt,FakeTrue_LLM,,1396.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1396.txt,12,258,604,50.333333333333336,2.3410852713178296
1233.txt,FakeTrue_LLM,,1233.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1233.txt,17,318,754,44.35294117647059,2.3710691823899372
873.txt,FakeTrue_LLM,,873.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/873.txt,15,327,802,53.46666666666667,2.452599388379205
444.txt,FakeTrue_LLM,,444.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/444.txt,12,162,394,32.833333333333336,2.432098765432099
427.txt,FakeTrue_LLM,,427.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/427.txt,9,241,622,69.11111111111111,2.5809128630705396
1471.txt,FakeTrue_LLM,,1471.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1471.txt,19,277,640,33.68421052631579,2.3104693140794224
1188.txt,FakeTrue_LLM,,1188.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1188.txt,8,127,335,41.875,2.6377952755905514
1714.txt,FakeTrue_LLM,,1714.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1714.txt,12,186,427,35.583333333333336,2.295698924731183
1586.txt,FakeTrue_LLM,,1586.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1586.txt,8,198,480,60.0,2.4242424242424243
745.txt,FakeTrue_LLM,,745.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/745.txt,14,298,702,54.0,2.3557046979865772
872.txt,FakeTrue_LLM,,872.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/872.txt,12,313,799,66.58333333333333,2.5527156549520766
705.txt,FakeTrue_LLM,,705.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/705.txt,8,220,541,67.625,2.459090909090909
852.txt,FakeTrue_LLM,,852.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/852.txt,12,246,570,47.5,2.317073170731707
65.txt,FakeTrue_LLM,,65.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/65.txt,8,182,462,57.75,2.5384615384615383
245.txt,FakeTrue_LLM,,245.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/245.txt,12,278,624,52.0,2.2446043165467624
441.txt,FakeTrue_LLM,,441.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/441.txt,16,324,762,47.625,2.3518518518518516
822.txt,FakeTrue_LLM,,822.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/822.txt,10,206,525,52.5,2.5485436893203883
496.txt,FakeTrue_LLM,,496.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/496.txt,23,566,1324,57.56521739130435,2.3392226148409896
432.txt,FakeTrue_LLM,,432.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/432.txt,44,643,1432,32.54545454545455,2.2270606531881803
943.txt,FakeTrue_LLM,,943.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/943.txt,15,333,790,52.666666666666664,2.3723723723723724
206.txt,FakeTrue_LLM,,206.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/206.txt,13,207,489,37.61538461538461,2.36231884057971
50.txt,FakeTrue_LLM,,50.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/50.txt,15,230,564,37.6,2.4521739130434783
1283.txt,FakeTrue_LLM,,1283.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1283.txt,15,380,932,62.13333333333333,2.4526315789473685
469.txt,FakeTrue_LLM,,469.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/469.txt,21,345,764,36.38095238095238,2.214492753623188
1436.txt,FakeTrue_LLM,,1436.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1436.txt,16,270,665,41.5625,2.462962962962963
732.txt,FakeTrue_LLM,,732.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/732.txt,8,122,298,37.25,2.442622950819672
182.txt,FakeTrue_LLM,,182.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/182.txt,11,157,390,35.45454545454545,2.484076433121019
535.txt,FakeTrue_LLM,,535.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/535.txt,19,477,1164,61.26315789473684,2.440251572327044
1198.txt,FakeTrue_LLM,,1198.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1198.txt,18,347,856,47.55555555555556,2.4668587896253604
295.txt,FakeTrue_LLM,,295.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/295.txt,9,127,306,34.0,2.409448818897638
1382.txt,FakeTrue_LLM,,1382.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1382.txt,12,222,540,45.0,2.4324324324324325
1186.txt,FakeTrue_LLM,,1186.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1186.txt,19,412,1009,53.10526315789474,2.4490291262135924
159.txt,FakeTrue_LLM,,159.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/159.txt,9,204,478,53.111111111111114,2.343137254901961
1583.txt,FakeTrue_LLM,,1583.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1583.txt,13,271,620,47.69230769230769,2.2878228782287824
1687.txt,FakeTrue_LLM,,1687.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1687.txt,4,90,226,56.5,2.511111111111111
1374.txt,FakeTrue_LLM,,1374.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1374.txt,25,385,900,36.0,2.3376623376623376
122.txt,FakeTrue_LLM,,122.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/122.txt,13,334,751,57.76923076923077,2.248502994011976
1655.txt,FakeTrue_LLM,,1655.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1655.txt,10,270,664,66.4,2.4592592592592593
857.txt,FakeTrue_LLM,,857.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/857.txt,9,209,509,56.55555555555556,2.4354066985645932
286.txt,FakeTrue_LLM,,286.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/286.txt,17,333,801,47.11764705882353,2.4054054054054053
1108.txt,FakeTrue_LLM,,1108.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1108.txt,14,292,677,48.357142857142854,2.3184931506849313
1689.txt,FakeTrue_LLM,,1689.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1689.txt,16,400,991,61.9375,2.4775
1738.txt,FakeTrue_LLM,,1738.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1738.txt,10,209,497,49.7,2.3779904306220097
1647.txt,FakeTrue_LLM,,1647.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1647.txt,15,379,937,62.46666666666667,2.4722955145118735
152.txt,FakeTrue_LLM,,152.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/152.txt,10,194,466,46.6,2.402061855670103
984.txt,FakeTrue_LLM,,984.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/984.txt,11,228,559,50.81818181818182,2.4517543859649122
767.txt,FakeTrue_LLM,,767.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/767.txt,12,235,534,44.5,2.272340425531915
977.txt,FakeTrue_LLM,,977.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/977.txt,9,233,558,62.0,2.3948497854077253
1164.txt,FakeTrue_LLM,,1164.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1164.txt,7,192,478,68.28571428571429,2.4895833333333335
1310.txt,FakeTrue_LLM,,1310.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1310.txt,8,159,385,48.125,2.4213836477987423
448.txt,FakeTrue_LLM,,448.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/448.txt,11,210,513,46.63636363636363,2.442857142857143
1704.txt,FakeTrue_LLM,,1704.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1704.txt,6,177,419,69.83333333333333,2.367231638418079
1173.txt,FakeTrue_LLM,,1173.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1173.txt,12,268,650,54.166666666666664,2.425373134328358
1389.txt,FakeTrue_LLM,,1389.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1389.txt,14,329,823,58.785714285714285,2.501519756838906
276.txt,FakeTrue_LLM,,276.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/276.txt,12,319,763,63.583333333333336,2.3918495297805644
1064.txt,FakeTrue_LLM,,1064.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1064.txt,13,312,749,57.61538461538461,2.4006410256410255
733.txt,FakeTrue_LLM,,733.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/733.txt,12,210,484,40.333333333333336,2.3047619047619046
144.txt,FakeTrue_LLM,,144.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/144.txt,15,301,734,48.93333333333333,2.4385382059800667
477.txt,FakeTrue_LLM,,477.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/477.txt,14,263,628,44.857142857142854,2.387832699619772
1616.txt,FakeTrue_LLM,,1616.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1616.txt,13,214,503,41.916666666666664,2.350467289719626
946.txt,FakeTrue_LLM,,946.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/946.txt,10,271,644,64.4,2.376383763837638
1313.txt,FakeTrue_LLM,,1313.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1313.txt,13,291,694,53.38461538461539,2.3848797250859106
1394.txt,FakeTrue_LLM,,1394.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1394.txt,10,192,536,53.6,2.7916666666666665
513.txt,FakeTrue_LLM,,513.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/513.txt,15,365,857,57.13333333333333,2.347945205479452
925.txt,FakeTrue_LLM,,925.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/925.txt,13,295,732,56.30769230769231,2.48135593220339
398.txt,FakeTrue_LLM,,398.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/398.txt,11,151,342,31.09090909090909,2.2649006622516556
1410.txt,FakeTrue_LLM,,1410.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1410.txt,7,211,511,73.0,2.4218009478672986
728.txt,FakeTrue_LLM,,728.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/728.txt,16,331,777,48.5625,2.3474320241691844
1094.txt,FakeTrue_LLM,,1094.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1094.txt,13,229,530,40.76923076923077,2.314410480349345
471.txt,FakeTrue_LLM,,471.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/471.txt,12,226,536,44.666666666666664,2.3716814159292037
1569.txt,FakeTrue_LLM,,1569.txt,/home/pedrest/Projects/noticias_falsas_humano_maquina_caracterizacao/corpus/fake-news-llm-ptbr-main/fake-news-llm-ptbr-main/data/FakeTrueBR/1569.txt,23,403,933,40.56521739130435,2.315136476426799
